Question ID,Topic,Ref #,Question (FI),Question (EN),Option A (FI),Option A (EN),Option B (FI),Option B (EN),Option C (FI),Option C (EN),Correct (A/B/C),Focus words (FI),Focus words (EN),Positive clues (FI),Positive clues (EN),Negative clues (FI),Negative clues (EN),Explanation (EN),Difficulty,Tags,Status,Reviewer notes
Q306,Alkolukko,W16,Mikä seuraavista väittämistä on virheellinen?,Which of the following statements is incorrect?,Ajoneuvo tulee olla rekisteröity luvanvaraiseen liikenteeseen.,The vehicle must be registered for licensed transport.,Kuljettajalla tulee olla aina mukana taksinkuljettajan ajolupa.,The driver must always carry the taxi driver's licence.,Jokaisessa taksissa tulee olla alkolukko.,Every taxi must have an alcolock.,C,virheellinen,incorrect,Jokaisessa taksissa tulee olla alkolukko,every taxi must have an alcolock,rekisteröity luvanvaraiseen liikenteeseen; aina mukana taksinkuljettajan ajolupa,registered for licensed transport; always carry the licence,C is incorrect — alcolocks are only required in school/daycare transport.,Medium,alcolock; incorrect statement,ai-draft,
Q307,Yleinen taksinkuljettajan velvollisuus,W17,Kenellä on vastuu työvuorossa käytettävän taksin liikennekelpoisuudesta?,Who is responsible for the roadworthiness of the taxi during the shift?,Kuljettajalla.,The driver.,Taksintarkastajalla.,The taxi inspector.,Katsastajalla.,The vehicle inspector.,A,liikennekelpoisuudesta,roadworthiness,Kuljettajalla,the driver,Taksintarkastajalla; Katsastajalla,taxi inspector; vehicle inspector,The on-shift driver is responsible (A).,Medium,roadworthiness; driver responsibility,ai-draft,
Q308,Luvat / työaika / viranomaiset,W20,Jokaisen työsuhteessa olevan taksinkuljettajan velvollisuutena on täyttää ajopäiväkirja. Mitä ajopäiväkirjaan muun muassa merkitään?,"Every employed taxi driver must keep a logbook. What is recorded in it, among other things?",Työvuoron aikana nautittu ravinto.,Food consumed during the shift.,Taukojen pidettyjen ajankohdat.,The times when breaks were taken.,Tauot ja niiden aikana nautittu ravinto.,Breaks and the food consumed during them.,B,ajopäiväkirja,logbook,Taukojen pidettyjen ajankohdat,the times when breaks were taken,nautittu ravinto; Tauot ja niiden aikana nautittu ravinto,food consumed; breaks and food,Logbook records break times (B). Food is not a required entry.,Medium,logbook; break times,ai-draft,
Q309,Hätätilanne / poliisi / ensiapu,W21,Yleinen hätänumero on?,What is the general emergency number?,118.,118.,119.,119.,112.,112.,C,Yleinen hätänumero,emergency number,112,112,118; 119,118; 119,112 is Finland's general emergency number (C).,Easy,emergency number; 112,ai-draft,
Q310,Liikennesäännöt / ajotapa,W23,Ennakoivassa ajotavassa tärkeintä on?,What is most important in anticipatory driving?,Osata toimia oikein onnettomuuden sattuessa.,Knowing how to act when an accident happens.,Taito toimia oikein vaaratilanteessa onnettomuuden välttämiseksi.,The skill to act in a dangerous situation to avoid an accident.,"Pyrkiä ajamaan niin, ettei joudu vaara- eikä onnettomuustilanteeseen.",Aiming to drive so that you never end up in a dangerous or accident situation.,C,Ennakoivassa ajotavassa,anticipatory driving,"Pyrkiä ajamaan niin, ettei joudu vaara- eikä onnettomuustilanteeseen",drive so you never reach danger,onnettomuuden sattuessa; vaaratilanteessa,when an accident happens; in a dangerous situation,Prevent danger before it arises (C).,Medium,anticipatory driving; proactive,ai-draft,
Q311,Liikennesäännöt / ajotapa,W24,Ajaessasi vilkasliikenteistä valtatietä huomaat polkupyöräilijän kaatuvan ja jäävän makaamaan tielle. Mikä on ensimmäinen ensiaputoimenpiteesi?,You are driving on a busy main road when a cyclist falls and lies on the road. What is your first first-aid action?,Hengitysteiden avaaminen.,Open the airway.,Polkupyöräilijän tutkiminen mahdollisten murtumien ja verenvuotojen havaitsemiseksi.,Examine for possible fractures and bleeding.,Polkupyöräilijän siirtäminen turvallisempaan paikkaan.,Move the cyclist to a safer place.,A,polkupyöräilijän kaatuvan,a cyclist falling,Hengitysteiden avaaminen,open the airway,tutkiminen mahdollisten murtumien ja verenvuotojen havaitsemiseksi; siirtäminen turvallisempaan paikkaan,examine for fractures; move to safer place,Airway first (A).,Medium,first aid; airway; fallen cyclist,ai-draft,
Q312,Hätätilanne / poliisi / ensiapu,W26,Kuinka kauan rattijuopumukseen syyllistynyt ei voi hakea taksinkuljettajan ajolupaa?,For how long may a drink-driving conviction bar a person from applying for a taxi driver's licence?,Vuoden ajan.,For one year.,Kolmen vuoden ajan.,For three years.,Viiden vuoden ajan.,For five years.,C,rattijuopumukseen syyllistynyt,drink-driving conviction,Viiden vuoden ajan,five years,Vuoden ajan; Kolmen vuoden ajan,one year; three years,Five-year bar for drink-driving (C).,Medium,drink-driving; five year ban,ai-draft,
Q313,Luvat / työaika / viranomaiset,W27,Taksinkuljettajan ajolupaa hakevan henkilön on täytettävä tietyt terveysvaatimukset. Miten terveysvaatimusten täyttyminen osoitetaan?,A taxi driver licence applicant must meet certain health requirements. How is this demonstrated?,Lääkärin tarkastuksella ja siitä saatavalla todistuksella taksinkuljettajan ajolupaa haettaessa.,By a medical examination and certificate when applying.,Omalla kirjallisella terveydentilaa koskevalla raportilla.,By the applicant's own written health report.,Terveydentilaa ei tarvitse todistaa millään tavalla.,Health does not need to be proven in any way.,A,terveysvaatimukset,health requirements,Lääkärin tarkastuksella ja siitä saatavalla todistuksella,medical examination and certificate,Omalla kirjallisella terveydentilaa koskevalla raportilla; ei tarvitse todistaa,own report; no proof needed,Medical examination and certificate required (A).,Medium,health requirements; medical certificate,ai-draft,
Q314,Hätätilanne / poliisi / ensiapu,W28,Taksinkuljettajan ajoluvan voi peruuttaa?,Who can revoke a taxi driver's licence?,Poliisi.,The police.,Taksin paikallisyhdistys.,The local taxi association.,Liikenne- ja viestintävirasto (Traficom).,Traficom.,C,voi peruuttaa,can revoke,Liikenne- ja viestintävirasto (Traficom),Traficom,Poliisi; Taksin paikallisyhdistys,police; local association,Finnish law gives driving-licence revocation power to both the police (immediate safety grounds) and Traficom (administrative grounds). Here the master answer is Traficom (C).,Medium,licence revocation; Traficom; review-flag,ai-draft,CONTRADICTION: Q259 and Q278 say police; Q314 says Traficom. Both are legally correct in different contexts. Flag for exam author to specify which authority is being tested in each question.
Q315,Luvat / työaika / viranomaiset,W29,"Kuinka pitkään B-luokan ajo-oikeuden on pitänyt olla voimassa, jotta taksinkuljettajan ajolupa voidaan myöntää?",How long must a class B licence have been held before a taxi driver's licence can be granted?,Vähintään yhden vuoden ajan.,At least one year.,Vähintään kolmen vuoden ajan.,At least three years.,Vähintään viiden vuoden ajan.,At least five years.,A,B-luokan ajo-oikeuden; vähintään,class B licence; at least,Vähintään yhden vuoden ajan,at least one year,kolmen vuoden ajan; viiden vuoden ajan,three years; five years,Class B must have been held for at least one year (A).,Easy,class B licence; one year,ai-draft,
Q316,Luvat / työaika / viranomaiset,W3,Kuinka pitkään taksinkuljettajan ajolupa on enintään voimassa?,What is the maximum validity period of a taxi driver's licence?,Viisi vuotta.,Five years.,Viisitoista vuotta.,Fifteen years.,Toistaiseksi.,Indefinitely.,A,ajolupa on enintään voimassa,maximum validity,Viisi vuotta,five years,Viisitoista vuotta; Toistaiseksi,fifteen years; indefinitely,Maximum five years (A).,Easy,licence; five years; validity,ai-draft,
Q317,Hätätilanne / poliisi / ensiapu,W31,Mikä viranomainen myöntää taksinkuljettajan ajoluvan?,Which authority grants the taxi driver's licence?,Poliisi.,The police.,Liikenne- ja viestintävirasto (Traficom).,Traficom.,TE-toimisto.,The TE Office.,B,myöntää taksinkuljettajan ajoluvan,grants the taxi driver's licence,Liikenne- ja viestintävirasto (Traficom),Traficom,Poliisi; TE-toimisto,police; TE Office,Traficom grants taxi driver licences (B).,Easy,Traficom; licence grant,ai-draft,
Q318,Luvat / työaika / viranomaiset,W32,Aino aloittaa työvuoronsa klo 5.30 ja tekee aamulla monipuolisia ajoja. Milloin Ainon on pidettävä ensimmäinen tauko?,Aino starts her shift at 5:30. When must she take her first break?,Sitten kun hän tuntee itsensä väsyneeksi.,When she feels tired.,"Viimeistään klo 11, sillä kuljettajan yhtäjaksoinen työaika saa olla enintään 5,5 tuntia.","By 11:00, because continuous working time may be at most 5.5 hours.","Viimeistään klo 10, sillä kuljettajan yhtäjaksoinen työaika saa olla enintään 4,5 tuntia.","By 10:00, because continuous working time may be at most 4.5 hours.",B,5.30; ensimmäinen tauko,5:30; first break,"Viimeistään klo 11; 5,5 tuntia",by 11:00; 5.5 hours,tuntee itsensä väsyneeksi; klo 10,when she feels tired; 10:00,5:30 + 5.5 h = 11:00 (B).,Medium,break; 5.5 hours; shift,ai-draft,
Q319,Yleinen taksinkuljettajan velvollisuus,W33,Saako taksinkuljettaja työskennellä yhtäjaksoisesti 15 tuntia?,May a taxi driver work 15 consecutive hours?,"Kyllä, jos työtä ei voida muulla tavoin tarkoituksenmukaisesti järjestää.","Yes, if the work cannot otherwise be arranged appropriately.","Kyllä, jos kuljettaja itse haluaa.","Yes, if the driver wants to.","Kyllä, jos työnantaja kuuluu taksityönantajaliittoon.","Yes, if the employer belongs to the taxi employers' association.",A,yhtäjaksoisesti 15 tuntia,15 consecutive hours,jos työtä ei voida muulla tavoin tarkoituksenmukaisesti järjestää,if the work cannot otherwise be arranged appropriately,jos kuljettaja itse haluaa; jos työnantaja kuuluu taksityönantajaliittoon,if the driver wants; if employer belongs to association,15-hour shifts only when there is no other way to arrange the work appropriately (A).,Medium,15 hours; working hours; shift,ai-draft,
Q320,Koulu / päivähoito,W36,Mikä seuraavista voi olla esteenä taksinkuljettajan ajoluvan myöntämiselle?,Which of the following can be an obstacle to being granted a taxi driver's licence?,Toisen asteen koulutuksen suorittamatta jättäminen.,Not having completed secondary education.,Alle vuoden voimassa ollut B-luokan ajo-oikeus.,Having held a class B licence for less than one year.,Yli kolme vuotta kestänyt työttömyys.,Unemployment lasting more than three years.,B,esteenä taksinkuljettajan ajoluvan myöntämiselle,obstacle to granting the licence,Alle vuoden voimassa ollut B-luokan ajo-oikeus,class B licence held for less than one year,Toisen asteen koulutuksen suorittamatta jättäminen; Yli kolme vuotta kestänyt työttömyys,no secondary education; unemployment over three years,Class B held for under a year is a disqualifier (B). Education level and unemployment history are not.,Medium,licence; class B; one year,ai-draft,
Q321,Hätätilanne / poliisi / ensiapu,W4,Taksinkuljettajan ajoluvan myöntää:,The taxi driver's licence is granted by:,ELY-keskus (liikenne).,The ELY Centre (transport).,Liikenne- ja viestintävirasto (Traficom).,Traficom.,Poliisi.,The police.,B,myöntää,grants,Liikenne- ja viestintävirasto (Traficom),Traficom,ELY-keskus; Poliisi,ELY Centre; police,Traficom grants taxi licences (B).,Easy,Traficom; licence grant,ai-draft,
Q322,Liikennesäännöt / ajotapa,W40,Miksi on tärkeää pitää turvaväli edellä ajavaan ajoneuvoon?,Why is it important to maintain a safe following distance?,Turvavälin pitämisellä ei ole merkitystä.,Maintaining a gap makes no difference.,Turvavälin pitäminen edellä ajavaan ajoneuvoon on turvallista.,Maintaining a safe following distance is safe driving practice.,Turvavälin pitäminen on turhaa.,Maintaining a gap is pointless.,B,turvaväli edellä ajavaan,safe following distance,Turvavälin pitäminen edellä ajavaan ajoneuvoon on turvallista,maintaining a gap is safe driving practice,ei ole merkitystä; on turhaa,makes no difference; is pointless,A safe gap provides reaction time and reduces chain-collision risk (B). A and C are clearly wrong.,Easy,following distance; traffic safety,ai-draft,
Q323,Luvat / työaika / viranomaiset,W41,"Kuinka kauan taksinkuljettajan irtisanomisaika on, kun työsuhde on kestänyt yli viisi vuotta?",How long is the notice period when employment has lasted more than five years?,7 päivää.,7 days.,14 päivää.,14 days.,1 kuukausi.,1 month.,C,yli viisi vuotta; irtisanomisaika,more than five years; notice period,1 kuukausi,1 month,7 päivää; 14 päivää,7 days; 14 days,Over five years of service: one-month notice (C).,Easy,notice period; over five years; one month,ai-draft,
Q324,Liikennesäännöt / ajotapa,W44,Kuvassa on 30 min -aikarajoitus pysäköinnille. Milloin pysäköintikiekkoa (parkkikiekko) pitää käyttää?,A sign shows a 30-minute parking time limit. When must a parking disc be used?,Pitää aina käyttää.,Always.,Ei koskaan.,Never.,"Pitää käyttää vain silloin, kun taksin valaisin on poistettu.",Only when the taxi sign is removed.,A,30 min -aikarajoitus; pysäköintikiekkoa,30-minute time limit; parking disc,Pitää aina käyttää,always,"Ei koskaan; vain silloin, kun taksin valaisin on poistettu",never; only when taxi sign removed,A parking disc must always be used in a time-limited zone (A). There is no taxi exemption from parking disc requirements.,Medium,parking disc; time limit; parking rules,ai-draft,
Q325,Luvat / työaika / viranomaiset,W5,"Aulis on hankkinut taksinkuljettajan ajoluvan kolme vuotta sitten. Asemapaikka on Vantaa, mutta hän muuttaa Jyväskylään. Voiko Aulis aloittaa työskentelyn jyväskyläläisellä työnantajalla?",Aulis has a taxi licence with Vantaa as his home base. He is moving to Jyväskylä. Can he start working for a Jyväskylä employer?,"Ei, sillä taksinkuljettajan ajolupa on voimassa vain kaksi vuotta.","No, the licence is valid for only two years.","Kyllä, mutta suoritettuaan hyväksytysti Jyväskylän paikallistuntemuskokeen ja haettuaan kelpoisuusalueen laajentamista Traficomilta.","Yes, but only after passing the Jyväskylä local-knowledge test and applying to Traficom.","Kyllä, sillä taksinkuljettajan ajolupa on voimassa koko Manner-Suomen alueella.","Yes, because the licence is valid across all of mainland Finland.",C,asemapaikka on Vantaa; muuttaa Jyväskylään,home base Vantaa; moving to Jyväskylä,voimassa koko Manner-Suomen alueella,valid across mainland Finland,voimassa vain kaksi vuotta; paikallistuntemuskokeen,only two years; local-knowledge test,Valid across mainland Finland — no test needed (C).,Medium,licence; mainland Finland; validity area,ai-draft,
Q326,Luvat / työaika / viranomaiset,W6,Missä seuraavista tilanteista kuljettaja voi kieltäytyä kyydistä?,In which of the following situations may the driver refuse the ride?,Kyyti suuntautuu toiselle liikennealueelle.,The ride goes to another traffic area.,Laillinen työaika ylittyisi.,The legal working hours would be exceeded.,Asiakas on menossa toiselle kunnan alueelle.,The customer is going to another municipality.,B,kieltäytyä kyydistä,refuse the ride,Laillinen työaika ylittyisi,legal working hours would be exceeded,toiselle liikennealueelle; toiselle kunnan alueelle,another traffic area; another municipality,Working hours are the only valid refusal ground here (B).,Medium,refusal; working hours,ai-draft,
Q327,Luvat / työaika / viranomaiset,W7,"Kuinka kauan taksinkuljettajan irtisanomisaika on, kun työsuhde on kestänyt alle viisi vuotta?",How long is the notice period when employment has lasted less than five years?,7 päivää.,7 days.,14 päivää.,14 days.,1 kuukausi.,1 month.,B,alle viisi vuotta; irtisanomisaika,less than five years; notice period,14 päivää,14 days,7 päivää; 1 kuukausi,7 days; 1 month,Under five years: 14-day notice period (B).,Easy,notice period; under five years; 14 days,ai-draft,
