Question ID,Topic,Ref #,Question (FI),Question (EN),Option A (FI),Option A (EN),Option B (FI),Option B (EN),Option C (FI),Option C (EN),Correct (A/B/C),Focus words (FI),Focus words (EN),Positive clues (FI),Positive clues (EN),Negative clues (FI),Negative clues (EN),Explanation (EN),Difficulty,Tags,Status,Reviewer notes
Q051,Lapsi + turvavyö / safety,Q10,17-vuotias Elviira kulkee yksin tanssiharrastuksestaan kotiin Kuopion keskustasta pientaloalueelle. Kuka vastaa turvavyön käytöstä?,"17-year-old Elviira travels home alone from her dance hobby, from Kuopio centre to a residential area. Who is responsible for seat-belt use?",Kuljettaja.,The driver.,Elviira itse.,Elviira herself.,"Taksissa turvavyön käyttö on aina vapaaehtoista, joten turvavyötä ei tarvitse laittaa kiinni.","Seat-belt use in a taxi is always voluntary, so the seat belt need not be fastened.",B,17-vuotias Elviira; yksin,17-year-old Elviira; alone,Elviira itse,Elviira herself,Kuljettaja; turvavyön käyttö on aina vapaaehtoista,the driver; seat-belt use is always voluntary,"Elviira is over 15, so she is responsible for her own seat-belt use (B). It is not the driver (A); belt use is never voluntary (C).",Easy,seatbelt; over 15; responsibility; review-flag,ai-draft,"ANSWER-KEY OVERRIDE: master marked A (driver); changed to B. Over-15 passengers are responsible for their own belt use — consistent with Q049 (identical scenario, master key B), Q044 and Q023. Master's A is an internal contradiction/error."
Q052,Lapsi + turvavyö / safety,Q11,Miten alle 3-vuotiasta lasta tulee kuljettaa taksissa?,How must a child under 3 be transported in a taxi?,"Lasta voi kuljettaa ilman turvalaitetta, kunhan hän istuu takapenkillä turvavyöhön kytkettynä.","The child may be transported without a child restraint, as long as they sit in the back seat fastened with the seat belt.",Lasta voi kuljettaa täysi-ikäisen matkustajan sylissä takapenkillä.,The child may be carried on an adult passenger's lap in the back seat.,Lapsi tulee aina kuljettaa asianmukaisessa turvalaitteessa.,The child must always be transported in an appropriate child restraint.,C,alle 3-vuotiasta lasta,a child under 3,asianmukaisessa turvalaitteessa,in an appropriate child restraint,ilman turvalaitetta; matkustajan sylissä,without a child restraint; on a passenger's lap,A child under 3 must always ride in a proper child restraint (C). Travelling without one (A) or on a lap (B) is not allowed.,Easy,child; under 3; child restraint,ai-draft,
Q053,Pyörätuoli / esteetön / special assistance,Q12,Mikä seuraavista pyörätuolin käyttöä ja kiinnittämistä koskevista väitteistä pitää paikkansa?,Which of the following statements about wheelchair use and securing is true?,Sähköpyörätuolia ei tarvitse kiinnittää ajoneuvoon.,An electric wheelchair does not need to be secured to the vehicle.,Asiakkaan ei tarvitse ajon aikana pyörätuolissa istuessaan käyttää ajoneuvon turvavyötä.,The customer does not need to use the vehicle's seat belt while seated in the wheelchair during the drive.,"Pyörätuoli tulee kiinnittää siten, että se estää ainoastaan sivusuuntaisen liikkeen.",The wheelchair must be secured so that it prevents only sideways movement.,B,pyörätuolin käyttöä ja kiinnittämistä,wheelchair use and securing,ei tarvitse ajon aikana pyörätuolissa istuessaan käyttää ajoneuvon turvavyötä,need not use the vehicle's seat belt while seated in the wheelchair during the drive,Sähköpyörätuolia ei tarvitse kiinnittää; ainoastaan sivusuuntaisen liikkeen,an electric wheelchair need not be secured; only sideways movement,"A is false — every wheelchair, including electric, must be secured. C is false — the word 'ainoastaan' (only sideways) contradicts the all-directions securing rule. The true statement is B.",Hard,wheelchair; securing; review-flag,ai-draft,ANSWER-KEY OVERRIDE: master marked C; changed to B. Options are identical to Q029 (master key B there). Option C is false because 'ainoastaan sivusuuntaisen' (only sideways) breaks the all-directions securing rule. Q029/Q053 contradict each other in the source — confirm B.
Q054,Pyörätuoli / esteetön / special assistance,Q13,Mikä seuraavista pyörätuolin käyttöä ja kiinnittymistä koskevista väitteistä pitää paikkansa?,Which of the following statements about wheelchair use and securing is true?,Pyörätuoli on kiinnitettävä sen rungosta.,The wheelchair must be secured from its frame.,"Nimenomaan sisäkäyttöön tarkoitettua pyörätuolia ei tarvitse kiinnittää ajon aikana, jos taksimatkan pituus on alle kilometrin.",A wheelchair specifically meant for indoor use need not be secured during the drive if the taxi trip is under one kilometre.,"Asiakas päättää, kiinnitetäänkö pyörätuoli.",The customer decides whether the wheelchair is secured.,A,pyörätuolin käyttöä ja kiinnittymistä,wheelchair use and securing,Pyörätuoli on kiinnitettävä sen rungosta,the wheelchair must be secured from its frame,"ei tarvitse kiinnittää ajon aikana; Asiakas päättää, kiinnitetäänkö pyörätuoli",need not be secured during the drive; the customer decides whether to secure it,A wheelchair must be secured by its frame (A). Trip length (B) and customer preference (C) do not remove the requirement.,Medium,wheelchair; securing; frame,ai-draft,
Q055,Lapsi + turvavyö / safety,Q19,Voiko lasta kuljettaa selkä menosuuntaan asennetussa turvaistuimessa etuistuimella?,May a child be carried in a rear-facing child seat in the front seat?,Ei koskaan.,Never.,"Kyllä, mutta vain ilman turvatyynyä.","Yes, but only if there is no airbag.","Kyllä, kunhan etumatkustajan turvatyyny on pois päältä.","Yes, as long as the front passenger airbag is switched off.",C,selkä menosuuntaan asennetussa turvaistuimessa etuistuimella,in a rear-facing child seat in the front seat,etumatkustajan turvatyyny on pois päältä,the front passenger airbag is switched off,Ei koskaan; vain ilman turvatyynyä,never; only without an airbag,"A rear-facing child seat may be used in front only if the front airbag is deactivated (C). 'Never' (A) is too absolute, and the rule is about switching the airbag off, not requiring a car with no airbag (B).",Medium,child seat; rear-facing; airbag; front seat,ai-draft,
Q056,Yleinen taksinkuljettajan velvollisuus,Q2,"Mikä seuraavista on oikein, kun ulkona on pakkasta ja jätät asiakkaan yöaikaan kotiin?",Which is correct when it is freezing outside and you drop a customer at home at night?,"Voit jatkaa matkaa, kun asiakas on poistunut taksista.",You may continue once the customer has left the taxi.,"Voit jatkaa matkaa, kun olet varmistanut, että asiakas on päässyt sisätilaan.",You may continue once you have made sure the customer has got indoors.,"Voit jatkaa matkaa, kun asiakas on päässyt pihalle.",You may continue once the customer has reached the yard.,B,ulkona on pakkasta; yöaikaan kotiin,it is freezing outside; home at night,"varmistanut, että asiakas on päässyt sisätilaan",made sure the customer has got indoors,kun asiakas on poistunut taksista; kun asiakas on päässyt pihalle,once the customer has left the taxi; once the customer has reached the yard,"In freezing night conditions, make sure the customer is safely indoors before leaving (B). Merely leaving the taxi (A) or reaching the yard (C) is not enough.",Medium,drop-off; safety; cold weather,ai-draft,
Q057,Koulu / päivähoito,Q26,Kenen vastuulla on hankkia koulu- ja päivähoitokuljetuksen kuljettajan rikostaustaote?,Whose responsibility is it to obtain the criminal-background extract for a school and daycare transport driver?,Kuljettajan.,The driver's.,Työnantajan.,The employer's.,Koulun ja päiväkodin.,The school's and daycare's.,B,rikostaustaote,criminal-background extract,Työnantajan,the employer's,Kuljettajan; Koulun ja päiväkodin,the driver's; the school's and daycare's,"Per the master key, the employer is responsible for obtaining the driver's criminal-background extract (B).",Medium,criminal record; school transport; review-flag,ai-draft,CONTRADICTION with Q037: Q037 marks the driver as the one who obtains the extract; Q057 marks the employer. Finnish practice splits this (the individual requests the extract from the Legal Register Centre; the employer must check it) and self-employed drivers have no employer. Kept each question's master key; confirm against the official source and align Q037/Q057.
Q058,Koulu / päivähoito,Q30,Mitä turvavyön käytöstä on määrätty koskien koulukuljetuksia?,What is prescribed about seat-belt use in school transport?,Takapenkillä oppilaan ei tarvitse käyttää turvavyötä.,A pupil in the back seat does not need to use a seat belt.,Kuljettajan ei tarvitse käyttää turvavyötä.,The driver does not need to use a seat belt.,Kuljettajan tulee käyttää turvavyötä.,The driver must use a seat belt.,C,turvavyön käytöstä; koulukuljetuksia,seat-belt use; school transport,Kuljettajan tulee käyttää turvavyötä,the driver must use a seat belt,oppilaan ei tarvitse käyttää turvavyötä; Kuljettajan ei tarvitse käyttää turvavyötä,a pupil does not need to use a seat belt; the driver does not need to use a seat belt,The driver must use a seat belt (C). Both A and B falsely exempt people from belt use.,Easy,seatbelt; school transport; driver,ai-draft,
Q059,Koulu / päivähoito,Q35,Mikä seuraavista on oikein liittyen taksinkuljettajan toimintaan koulu- ja päivähoitokuljetuksissa?,Which of the following is correct regarding a taxi driver's conduct during school and daycare transport?,Kuljettaja ei saa turhaan puhua lapsille matkan aikana.,The driver must not talk to the children unnecessarily during the journey.,Kuljettajan tulee käyttäytyä vastuullisen kuljettajan roolin mukaisesti.,The driver must behave in accordance with the role of a responsible driver.,Kuljettaja ei saa vaatia matkustajaa kiinnittämään turvavyötä.,The driver must not require the passenger to fasten the seat belt.,B,koulu- ja päivähoitokuljetuksissa; taksinkuljettajan toimintaan,school and daycare transport; the taxi driver's conduct,vastuullisen kuljettajan; tulee käyttäytyä,a responsible driver; must behave,ei saa turhaan puhua; ei saa vaatia,must not talk unnecessarily; must not require,"The driver must always act responsibly with children (B). A invents a rule against speaking to children, and C is the opposite of the driver's duty to ensure seat-belt use.",Easy,school transport; driver responsibility; children,ai-draft,
Q060,Hätätilanne / poliisi / ensiapu,Q36,"Miten toimit, kun asiakas saa epileptisen kohtauksen kuljetuksen aikana?",How do you act when a customer has an epileptic seizure during the ride?,"Pysäytät ajoneuvon turvalliseen paikkaan ja pidät asiakasta tiukasti kiinni, jottei hän satuttaisi itseään kouristuskohtauksen aikana. Kun kouristukset vähenevät, käännät henkilön kylkiasentoon.","You stop in a safe place and hold the customer tightly so they do not hurt themselves during the seizure. When the convulsions subside, you turn them into the recovery position.","Pysäytät ajoneuvon turvalliseen paikkaan ja huolehdit, ettei asiakas kolhi päätään, mutta et pyri estämään kouristusliikkeitä. Kun kouristukset vähenevät, käännät henkilön kylkiasentoon.","You stop in a safe place and make sure the customer does not bang their head, but you do not try to stop the convulsive movements. When the convulsions subside, you turn them into the recovery position.","Jatkat ajamista ja pidät toisella kädellä asiakasta paikallaan, koska epileptinen kohtaus menee muutamassa minuutissa ohi.","You keep driving and hold the customer in place with one hand, because an epileptic seizure passes in a few minutes.",B,epileptisen kohtauksen,an epileptic seizure,et pyri estämään kouristusliikkeitä; ettei asiakas kolhi päätään; käännät henkilön kylkiasentoon,you do not try to stop the convulsive movements; make sure the customer does not bang their head; turn them into the recovery position,pidät asiakasta tiukasti kiinni; Jatkat ajamista,hold the customer tightly; you keep driving,"Correct first aid (B): stop safely, protect the head, do not restrain the convulsions, then recovery position. Restraining the person (A) can cause injury, and continuing to drive (C) is dangerous.",Hard,first aid; epilepsy; emergency,ai-draft,
Q061,Koulu / päivähoito,Q42,"Taksit hoitavat merkittävän osan kuntien järjestämistä koulu- ja päiväkotikuljetuksista. Oppilaat ovat lapsia ja nuoria, mikä edellyttää kuljettajalta kykyä tulla toimeen heidän kanssaan. Oppilaskuljetuksia tekevän taksinkuljettajan tehtäviin kuuluu muun muassa:","Taxis handle a significant share of municipal school and daycare transport. The pupils are children and young people, which requires drivers able to work with them. A driver doing pupil transport's duties include, among other things:","Oppilaan hakeminen ja vieminen sisältä, kotitehtävien tarkistaminen ja oppilaan saattaminen luokkaan.","Fetching and bringing the pupil from indoors, checking homework, and escorting the pupil to the classroom.",Oppilaan turvavyön varmistaminen ja vastuulliseen liikennekäyttäytymiseen opastaminen.,Ensuring the pupil's seat belt and guiding them toward responsible behaviour in traffic.,"Jatkuva yhteydenpito oppilaiden vanhempien kanssa: kuljettajan tulee soittaa kaikkien kyydissä olevien lasten vanhemmille, kun lapset tulevat kyytiin ja kun he poistuvat kyydistä.",Continuous contact with the pupils' parents: the driver must call every child's parents when they board and when they leave.,B,Oppilaskuljetuksia tekevän,doing pupil transport,turvavyön varmistaminen; vastuulliseen liikennekäyttäytymiseen opastaminen,ensuring the seat belt; guiding toward responsible traffic behaviour,kotitehtävien tarkistaminen; soittaa kaikkien kyydissä olevien lasten vanhemmille,checking homework; call the parents of every child in the car,"A pupil-transport driver ensures seat-belt use and models responsible road behaviour (B). Checking homework and escorting to class (A), or phoning every parent each trip (C), are not the driver's duties.",Medium,school transport; pupil; seatbelt; driver role,ai-draft,
Q062,Pyörätuoli / esteetön / special assistance,Q45,"Miten toimit, kun olet noutamassa asiakasta ja hän haluaa itse siirtyä pyörätuolista taksin etuistuimelle?",How do you act when you are picking up a customer and they want to transfer themselves from the wheelchair to the taxi's front seat?,"Totean asiakkaalle, ettei hän saa siirtyä pyörätuolista ajoneuvoon ilman kuljettajan apua.",You tell the customer that they may not transfer from the wheelchair into the vehicle without the driver's help.,"Totean asiakkaalle, että hänellä on oikeus siirtyä itse pyörätuolista ajoneuvoon, ja tarvittaessa avustan häntä.","You tell the customer that they have the right to transfer themselves from the wheelchair into the vehicle, and you assist if needed.","Totean asiakkaalle, ettei pyörätuolista saapuva asiakas saa istua ajoneuvon etupenkillä.",You tell the customer that a customer arriving in a wheelchair may not sit in the vehicle's front seat.,B,siirtyä pyörätuolista taksin etuistuimelle,transfer from the wheelchair to the taxi's front seat,on oikeus siirtyä itse; tarvittaessa avustan,has the right to transfer themselves; I assist if needed,ilman kuljettajan apua; saa istua ajoneuvon etupenkillä,without the driver's help; (may not) sit in the front seat,"The customer has the right to transfer independently and to sit in the front seat, and you help if needed (B). A and C invent prohibitions that do not exist.",Medium,wheelchair; autonomy; front seat; passenger rights,ai-draft,
Q063,Pyörätuoli / esteetön / special assistance,Q51,"Miten tulee toimia, kun pyörätuolissa oleva asiakas haluaa itse siirtyä pyörätuolistaan?",How should you act when a customer in a wheelchair wants to transfer out of their wheelchair by themselves?,Asiakas ei voi koskaan siirtyä ilman kuljettajan apua.,The customer can never transfer without the driver's help.,Annat asiakkaan siirtyä itse ja avustat tarvittaessa.,You let the customer transfer themselves and assist if needed.,"Jos matkustaja haluaa siirtyä itse ajoneuvoon, voit siirtyä odottamaan kuljettajan paikalle.","If the passenger wants to transfer into the vehicle themselves, you may go and wait in the driver's seat.",B,pyörätuolissa oleva asiakas; haluaa itse siirtyä,a customer in a wheelchair; wants to transfer themselves,Annat asiakkaan siirtyä itse; avustat tarvittaessa,you let the customer transfer themselves; assist if needed,ei voi koskaan siirtyä ilman kuljettajan apua; voit siirtyä odottamaan kuljettajan paikalle,can never transfer without the driver's help; you may go and wait in the driver's seat,Let the customer transfer themselves and help only if needed (B). The absolute 'never' (A) and abandoning them (C) are wrong.,Easy,wheelchair; autonomy; assistance,ai-draft,
Q064,Pyörätuoli / esteetön / special assistance,Q53,"Miten kuljettajan tulee toimia, kun pyörätuolissa olevan asiakkaan vaatteet ovat jääneet siten, että asiakkaalla on epämiellyttävä istua ja hän pyytää apua tilanteen korjaamiseksi?","How should the driver act when a wheelchair customer's clothing has shifted so that they are uncomfortable sitting, and the customer asks for help to fix the situation?",Kuljettajan tehtävä ei ole suoristaa asiakkaan vaatteita eikä muutoinkaan huolehtia asiakkaan vaatetuksesta.,It is not the driver's job to straighten the customer's clothes or otherwise attend to the customer's clothing.,"Kuljettaja saa ainoastaan kehottaa asiakasta itse suoristamaan vaatteet, koska kuljettaja ei saa oikaista asiakkaan vaatteita asiakkaan pyynnöstä huolimatta.","The driver may only tell the customer to straighten the clothes themselves, because the driver may not adjust the customer's clothing despite the customer's request.","Kuljettajan tehtävä on varmistua, että asiakkaalla on mukava olla, ja tarvittaessa auttaa oikaisemaan asiakkaan vaatteet.","It is the driver's job to ensure the customer is comfortable and, if needed, help straighten the customer's clothes.",C,pyörätuolissa olevan asiakkaan vaatteet; pyytää apua tilanteen korjaamiseksi,a wheelchair customer's clothing; asks for help to fix the situation,"varmistua, että asiakkaalla on mukava olla; auttaa oikaisemaan asiakkaan vaatteet",ensure the customer is comfortable; help to straighten the customer's clothes,ainoastaan; ei saa oikaista asiakkaan vaatteita,only (a limiting word); may not adjust the customer's clothes,The driver ensures comfort and helps straighten clothing when asked (C). A and B wrongly deny help; 'ainoastaan' (only) and 'ei saa' (may not) are negative-restriction clues.,Medium,wheelchair; assistance; passenger comfort,ai-draft,
Q065,Koulu / päivähoito,Q54,"Miten tulee toimia, kun koulukuljetuksessa huomaat olevasi myöhässä etkä olosuhteiden vuoksi ehdi hakea kaikkia lapsia ajoissa?","How should you act when, on a school run, you notice you are late and conditions mean you cannot pick up all the children on time?",Otat aikataulusta kiinni ajamalla ylinopeutta.,You make up the schedule by speeding.,Soitan työnantajalle ja kerron tilanteesta.,You call the employer and explain the situation.,Otat aikataulusta kiinni jättämällä osan lapsista hakematta.,You make up the schedule by leaving some children unfetched.,B,olevasi myöhässä; koulukuljetuksessa,you are late; on a school run,Soitan työnantajalle ja kerron tilanteesta,call the employer and explain the situation,ajamalla ylinopeutta; jättämällä osan lapsista hakematta,by speeding; by leaving some children unfetched,Report the problem to your employer (B). Speeding (A) and abandoning children (C) are unsafe and unacceptable.,Easy,school transport; delay; employer,ai-draft,
Q066,Liikennesäännöt / ajotapa,Q56,"Miten toimit, kun saavut noutamaan asiakasta ja huomaat hänen odottavan pysähtymiskieltomerkin vaikutusalueella?",How do you act when you arrive to pick up a customer and notice they are waiting within the area of a no-stopping sign?,"Et voi pysähtyä, joten poistut paikalta ilman asiakasta ja hylkäät hänet.","You cannot stop, so you leave without the customer and abandon them.",Pysäytät autosi sallittuun paikkaan ja käyt tarvittaessa kävellen ohjaamassa asiakkaan kyytiin.,"You stop your car in a permitted place and, if needed, walk over to guide the customer to the taxi.","Otat asiakkaan kyytiin, koska taksikuljetus on poikkeusajoa, joten kieltomerkki ei koske taksia.","You pick the customer up, because taxi transport is exempt driving, so the prohibition sign does not apply to taxis.",B,pysähtymiskieltomerkin vaikutusalueella,within the area of a no-stopping sign,Pysäytät autosi sallittuun paikkaan; kävellen ohjaamassa asiakkaan kyytiin,you stop your car in a permitted place; walk over to guide the customer to the taxi,hylkäät hänet; kieltomerkki ei koske taksia,abandon them; the prohibition sign does not apply to taxis,"Stop where it is permitted and assist the customer on foot if needed (B). You must not abandon the customer (A), and a taxi is not exempt from a no-stopping sign (C).",Medium,no-stopping zone; pickup; traffic rules; review-flag,ai-draft,OCR RECONSTRUCTION: source options A/B were corrupted and mis-split (the phrase 'asiakasta ja hylkäät häntä' had migrated to the start of option B). I reconstructed A and B into coherent options; the correct answer (B) is unchanged.
Q067,Lapsi + turvavyö / safety,Q59,"Miten kuljettajan tulee toimia, kun lapsi on kyydissä?",How should the driver act when a child is in the car?,"Huolehdit, että lapsella on turvavyö kiinni koko matkan ajan.",You make sure the child has the seat belt fastened for the whole journey.,"Huolehdit, että lapsella on virvokkeita mukana.",You make sure the child has refreshments with them.,"Ei ole kuljettajan vastuulla, jos lapsi ei käytä turvavyötä.",It is not the driver's responsibility if the child does not use the seat belt.,A,lapsi on kyydissä,a child is in the car,turvavyö kiinni koko matkan ajan,the seat belt fastened for the whole journey,virvokkeita mukana; Ei ole kuljettajan vastuulla,refreshments with them; it is not the driver's responsibility,"The driver ensures the child wears the belt throughout (A). Refreshments (B) are irrelevant, and the driver is responsible for an under-15's belt, so C is false.",Easy,seatbelt; child; driver responsibility,ai-draft,
Q068,Yleinen taksinkuljettajan velvollisuus,Q62,"Mitä seuraavista on oikein, kun asiakas ei suostu käyttämään turvavyötä?",Which of the following is correct when a customer refuses to use the seat belt?,"Voit aloittaa ajon, jos matka on lyhyt.",You may start driving if the trip is short.,Sinun tulee kieltäytyä kuljettamasta.,You must refuse to carry out the transport.,"Vastuu on täysin asiakkaalla, joten voit jatkaa ajoa normaalisti.","The responsibility is entirely the customer's, so you may drive normally.",B,ei suostu käyttämään turvavyötä,refuses to use the seat belt,Sinun tulee kieltäytyä kuljettamasta,you must refuse to carry out the transport,jos matka on lyhyt; voit jatkaa ajoa normaalisti,if the trip is short; you may drive normally,"If a customer refuses the belt, you must refuse the trip (B). A short trip (A) is no exception, and you cannot just drive on (C).",Medium,seatbelt; refusal; transport refusal; review-flag,ai-draft,"Possible tension with Q023, which says a driver may NOT refuse an over-15 who won't belt (the passenger is self-responsible). Q068 gives no age and marks 'must refuse'. Reconciling reading: the driver insists/refuses where they bear responsibility (under-15s); over-15s answer for themselves. Master keys kept — worth aligning these two."
Q069,Yleinen taksinkuljettajan velvollisuus,Q66,Mitä taksinkuljettajan tulisi ottaa huomioon matkustajaa kyytiin ottaessaan?,What should a taxi driver take into account when taking a passenger aboard?,Matkustaja on aina itse vastuussa autoon nousemisesta.,The passenger is always responsible for getting into the car themselves.,Kuljettajan ei tarvitse poistua autosta missään tilanteessa.,The driver never needs to get out of the car in any situation.,Sinun tulee poistua autosta ja auttaa matkustajaa tarvittaessa.,You must get out of the car and help the passenger when needed.,C,matkustajaa kyytiin ottaessaan,when taking a passenger aboard,poistua autosta ja auttaa matkustajaa tarvittaessa,get out of the car and help the passenger when needed,aina itse vastuussa; ei tarvitse poistua autosta missään tilanteessa,always responsible themselves; never needs to get out of the car,The driver should get out and help when needed (C). A and B wrongly remove the driver's duty to assist.,Easy,assistance; boarding; driver duty,ai-draft,
Q070,Lapsi + turvavyö / safety,Q67,"Mihin 120 cm pituinen lapsi on sijoitettava, jos lasten turvalaitetta ei ole käytettävissä?",Where must a 120 cm tall child be placed if a child restraint is not available?,Lapsen tulee istua takapenkillä käyttäen turvavyötä.,The child must sit in the back seat using the seat belt.,Etupenkillä ilman turvavyötä.,In the front seat without a seat belt.,Seisten ajon aikana.,Standing during the drive.,A,120 cm pituinen lapsi; lasten turvalaitetta ei ole käytettävissä,a 120 cm tall child; a child restraint is not available,istua takapenkillä käyttäen turvavyötä,sit in the back seat using the seat belt,Etupenkillä ilman turvavyötä; Seisten ajon aikana,in the front seat without a seat belt; standing during the drive,"Without a restraint, the child rides in the back with the seat belt (A). Front seat without a belt (B) or standing (C) are unsafe.",Medium,child; back seat; seatbelt,ai-draft,
Q071,Pyörätuoli / esteetön / special assistance,Q68,"Mikä seuraavista on paras tapa kiinnittää asiakas, kun hän on paareilla selinmakuulla?",Which is the best way to secure a customer when they are lying on their back on a stretcher?,"Hartiavyöllä, lantiovyöllä ja jalkavyöllä.","With a shoulder belt, a lap belt and a leg belt.",Vain käsijarrulla.,With the handbrake only.,Yhdellä köydellä.,With a single rope.,A,paareilla selinmakuulla,lying on their back on a stretcher,"Hartiavyöllä, lantiovyöllä ja jalkavyöllä","with a shoulder belt, a lap belt and a leg belt",Vain käsijarrulla; Yhdellä köydellä,with the handbrake only; with a single rope,"A stretcher passenger is secured with shoulder, lap and leg belts (A). A handbrake (B) or a single rope (C) cannot secure a person.",Medium,stretcher; restraint; securing,ai-draft,
Q072,Pyörätuoli / esteetön / special assistance,Q76,Mitä sinun tulee tarkastaa henkilönostimesta esteettömän taksin ajoonlähtötarkastuksessa?,What must you check about the passenger lift in the pre-departure inspection of an accessible taxi?,Vain silmämääräisesti ilman testausta.,"Only visually, without testing.",Tarkastat renkaat ja jätät nostimen tarkastamatta.,You check the tyres and leave the lift unchecked.,Koekäyttämällä.,By test-running it.,C,henkilönostimesta; ajoonlähtötarkastuksessa,the passenger lift; the pre-departure inspection,Koekäyttämällä,by test-running it,Vain silmämääräisesti ilman testausta; jätät nostimen tarkastamatta,"only visually, without testing; leave the lift unchecked",The lift must be test-run (C). A visual-only look (A) or skipping it (B) cannot confirm safe operation.,Easy,accessible taxi; lift; inspection,ai-draft,
Q073,Pyörätuoli / esteetön / special assistance,Q78,"Miten pyörätuoli on kiinnitettävä, kun matkustaja istuu matkan ajan pyörätuolissa?",How must the wheelchair be secured when the passenger sits in the wheelchair throughout the journey?,Kiinnitetään vain kahdesta pisteestä ja jätetään jarrut pois.,Secured from only two points and the brakes left off.,"Pyörätuolia ei tarvitse kiinnittää, jos matkustaja pitää kiinni.",The wheelchair need not be secured if the passenger holds on.,Pyörätuoli kiinnitetään tuolin rungosta neljästä eri pisteestä ajoneuvoon ja tuolin jarrut laitetaan päälle.,The wheelchair is secured by its frame at four separate points to the vehicle and the chair's brakes are applied.,C,istuu matkan ajan pyörätuolissa,sits in the wheelchair throughout the journey,neljästä eri pisteestä; tuolin jarrut laitetaan päälle,at four separate points; the chair's brakes are applied,"vain kahdesta pisteestä; ei tarvitse kiinnittää, jos matkustaja pitää kiinni",only two points; need not be secured if the passenger holds on,Secure the wheelchair by its frame at four points with brakes on (C). Two points without brakes (A) or relying on the passenger holding on (B) are unsafe.,Medium,wheelchair; four-point; securing,ai-draft,
Q074,Lapsi + turvavyö / safety,Q79,Seuraavassa on kolme väittämää taksinkuljettajan velvollisuuksista. Mikä niistä on oikein?,Here are three statements about a taxi driver's obligations. Which is correct?,"Kuljettajan tulee huolehtia, että alle 135 cm:n pituinen lapsi käyttää aina hyväksyttyä turvalaitetta matkustaessaan taksissa.",The driver must ensure that a child under 135 cm always uses an approved child restraint when travelling in a taxi.,Kuljettajan ei tarvitse huolehtia lapsen turvalaitteista taksissa.,The driver does not need to worry about a child's restraints in the taxi.,"Lapsi voi matkustaa ilman turvalaitetta, jos matka on lyhyt.",A child may travel without a restraint if the trip is short.,A,taksinkuljettajan velvollisuuksista,a taxi driver's obligations,alle 135 cm:n pituinen lapsi käyttää aina hyväksyttyä turvalaitetta,a child under 135 cm always uses an approved child restraint,"ei tarvitse huolehtia lapsen turvalaitteista; ilman turvalaitetta, jos matka on lyhyt",does not need to worry about a child's restraints; without a restraint if the trip is short,"A child under 135 cm must always use an approved restraint, and the driver must ensure it (A). B abdicates the duty; C invents a short-trip exception.",Medium,child restraint; 135 cm; obligations; review-flag,ai-draft,"OCR RECONSTRUCTION: source option A was heavily corrupted ('huolehtia, ellä alle 135CM ... kyvä ksytyn turvalaitteeseen'); reconstructed to a coherent sentence. Meaning and key (A) unchanged."
Q075,Lapsi + turvavyö / safety,Q80,Voiko lasta kuljettaa selkä menosuuntaan asennetussa turvaistuimessa etuistuimella?,May a child be carried in a rear-facing child seat in the front seat?,Ei missään tilanteessa.,In no situation.,"Kyllä, vaikka turvatyyny olisi päällä.","Yes, even if the airbag is on.","Kyllä, kunhan etumatkustajan turvatyyny on pois päältä.","Yes, as long as the front passenger airbag is switched off.",C,selkä menosuuntaan asennetussa turvaistuimessa etuistuimella,in a rear-facing child seat in the front seat,etumatkustajan turvatyyny on pois päältä,the front passenger airbag is switched off,Ei missään tilanteessa; vaikka turvatyyny olisi päällä,in no situation; even if the airbag is on,"A rear-facing seat may be used in front only if the airbag is off (C). 'In no situation' (A) is too absolute, and using it with the airbag on (B) is dangerous.",Medium,child seat; rear-facing; airbag,ai-draft,
Q076,Yleinen taksinkuljettajan velvollisuus,Q81,Missä tilanteissa kuljettajan ei tarvitse käyttää turvavyötä?,In which situations does the driver not need to use a seat belt?,Kaupunkiajossa lyhyillä matkoilla.,In urban driving on short trips.,Kuljettajan tulee ajaessaan aina käyttää turvavyötä.,The driver must always use a seat belt when driving.,Asiakasta odottaessa liikennevaloissa.,While waiting for a customer at traffic lights.,B,kuljettajan ei tarvitse käyttää turvavyötä,the driver does not need to use a seat belt,Kuljettajan tulee ajaessaan aina käyttää turvavyötä,the driver must always use a seat belt when driving,lyhyillä matkoilla; Asiakasta odottaessa liikennevaloissa,on short trips; while waiting at traffic lights,The driver must always wear a seat belt when driving (B). There are no exceptions for short city trips (A) or waiting at lights (C).,Easy,seatbelt; driver; no exception,ai-draft,
