Question ID,Topic,Ref #,Question (FI),Question (EN),Option A (FI),Option A (EN),Option B (FI),Option B (EN),Option C (FI),Option C (EN),Correct (A/B/C),Focus words (FI),Focus words (EN),Positive clues (FI),Positive clues (EN),Negative clues (FI),Negative clues (EN),Explanation (EN),Difficulty,Tags,Status,Reviewer notes
Q206,Maksu / kuitti / hinta,P78,"Millä maksuvälineillä asiakkaalla on oikeus maksaa taksimatkansa, jos hän tulee taksiasemalta ilman etukäteen tehtyä tilausta?",What payment methods may a customer use for a taxi ride when they board at a taxi rank without a pre-booked trip?,Asiakas voi maksaa taksimatkansa ainoastaan käteisellä.,The customer may only pay in cash.,Kuljettajan tehtävänä on päättää käytettävä maksuväline.,It is the driver's job to decide the payment method.,Asiakkaalla on oikeus maksaa matkansa käteisellä ja yleisimmillä maksukorteilla.,The customer has the right to pay with cash and the most common payment cards.,C,maksuvälineillä; ilman etukäteen tehtyä tilausta,payment methods; without a pre-booked trip,käteisellä ja yleisimmillä maksukorteilla,cash and the most common payment cards,ainoastaan käteisellä; kuljettajan tehtävänä on päättää,only in cash; the driver decides,The customer has the right to pay by cash or common payment card (C). Cash-only (A) and driver-decides (B) are both incorrect.,Easy,payment; cash; card; customer right,ai-draft,
Q207,Maksu / kuitti / hinta,P80,Milloin asiakkaalle tulee tarjota kuitti taksikyydistä?,When must the customer be offered a receipt for the taxi ride?,Jos kyyti on tilattu sovelluksella.,If the ride was ordered via an app.,Jos taksin hinta on kiinteä.,If the taxi fare is a fixed price.,Kyydistä on aina annettava kuitti.,A receipt must always be given for the ride.,C,kuitti taksikyydistä,receipt for the ride,Kyydistä on aina annettava kuitti,a receipt must always be given,Jos kyyti on tilattu sovelluksella; Jos taksin hinta on kiinteä,if ordered via an app; if the fare is fixed,A receipt must always be provided — there are no conditions attached (C). App ordering (A) and fixed pricing (B) are not the deciding factors.,Easy,receipt; mandatory; always,ai-draft,
Q208,Yleinen taksinkuljettajan velvollisuus,Q16,"Olet ottanut asiakkaan kyytiin taksiasemalta. Olette ajaneet hyvän matkaa, kun taksin puhelin soi. Huomaat, että hands-free-laite on jäänyt kotiin. Mitä teet?",You have taken a customer from the taxi rank. After driving a while the phone rings and you notice your hands-free device is at home. What do you do?,Pahoittelen asiakkaalle häiriötä ja hoidan sitten puhelun.,I apologise for the disturbance and take the call.,"Pysähdyn tien varteen, jotta voin kirjoittaa ylös välttämättömät tiedot. Voin pitää taksimittarin päällä.",I pull over to write down essential information. I can keep the meter running.,"Pahoittelen asiakkaalle puhelimen aiheuttamaa häiriötä, en vastaa siihen, soitan takaisin kyydin päätyttyä.","I apologise for the disturbance, do not answer, and call back when the ride is over.",C,hands-free-laite on jäänyt kotiin,hands-free device is at home,en vastaa siihen; soitan takaisin kyydin päätyttyä,do not answer; call back after the ride,hoidan sitten puhelun; Pysähdyn tien varteen,take the call; I pull over,Without hands-free you cannot legally answer; apologise and call back (C).,Medium,phone; no hands-free; call back,ai-draft,
Q209,Asiakaspalvelu / tavarat / valitus,Q18,Mikä seuraavista on hyvää viestimien käyttöön liittyvää asiakaspalvelua?,Which of the following is good customer service regarding device use?,"Kuljettaja voi lähettää viestejä, jos puhelin on äänettömällä.",The driver may send messages if the phone is on silent.,"Puhelun soittaminen, jos se on kuljetuksen suorittamiseksi välttämätöntä.",Making a call if it is essential for carrying out the transport.,"Kuljettaja voi puhua henkilökohtaisia puheluita, jos asiakas ei ole huomannut.",The driver may make personal calls if the customer has not noticed.,B,viestimien käyttöön,device use,"Puhelun soittaminen, jos se on kuljetuksen suorittamiseksi välttämätöntä",a call if essential for the transport,lähettää viestejä; henkilökohtaisia puheluita,send messages; personal calls,Only calls essential for the transport are permitted with hands-free (B).,Medium,phone; device use; essential,ai-draft,
Q210,Yleinen taksinkuljettajan velvollisuus,Q21,"Miten tulee toimia, kun asiakkaan kanssa tulee ongelmia ajaessasi autoa?",How should you act when a problem arises with the customer while you are driving?,Pysäytät ajoneuvon ja keskustelet asiakkaan kanssa.,You stop the vehicle and discuss the matter with the customer.,Poistat asiakkaan kyydistä ja lähdet pois tilanteesta.,You remove the customer from the ride and leave the situation.,"Soitat apuun, odotat paikalla ja lukitset kaikki ovet.","You call for help, wait on the spot, and lock all the doors.",A,ongelmia ajaessasi autoa,a problem while driving,Pysäytät ajoneuvon ja keskustelet asiakkaan kanssa,you stop and discuss with the customer,Poistat asiakkaan kyydistä; lukitset kaikki ovet,you remove the customer; lock all the doors,Stop safely and resolve the issue through conversation (A). Ejecting the customer immediately (B) and locking them in (C) are both inappropriate.,Medium,conflict; problem solving; stop and talk,ai-draft,
Q211,Pyörätuoli / esteetön / special assistance,Q31,Liikuntavammaisella asiakkaalla saattaa olla mukanaan avustaja. Miten toimit tällöin?,A customer with a physical disability may have an assistant with them. How do you act?,Keskustelen aina vain avustajan kanssa.,I always talk only with the assistant.,Keskustelen aina asiakkaan kanssa.,I always talk with the customer.,"Pyydän kirjalliset ohjeet siitä, miten tulee toimia.",I ask for written instructions on how to act.,B,avustaja,assistant,Keskustelen aina asiakkaan kanssa,I always talk with the customer,Keskustelen aina vain avustajan kanssa; kirjalliset ohjeet,I always talk only with the assistant; written instructions,Always address the customer directly (B).,Easy,disability; communication; assistant,ai-draft,
Q212,Pyörätuoli / esteetön / special assistance,Q33,"Miten toimit, kun liikuntarajoitteisella asiakkaalla on mukanaan avustaja?",How do you act when a customer with limited mobility has an assistant with them?,Pyrin ensisijaisesti keskustelemaan asiakkaan kanssa kuljetukseen liittyvistä asioista.,I primarily aim to discuss transport-related matters with the customer.,Pyrin ensisijaisesti keskustelemaan avustajan kanssa kuljetukseen liittyvistä asioista.,I primarily aim to discuss transport-related matters with the assistant.,"Pyydän avustajalta aina kirjalliset ohjeet siitä, miten kuljetuksessa asiakasta avustetaan.",I always ask the assistant for written instructions on how to assist the customer.,A,liikuntarajoitteisella asiakkaalla; avustaja,a customer with limited mobility; assistant,ensisijaisesti keskustelemaan asiakkaan kanssa,primarily discuss with the customer,ensisijaisesti keskustelemaan asia; kirjalliset ohjeet,primarily with the assistant; written instructions,Always address the customer first (A).,Easy,disability; communication; assistant,ai-draft,
Q213,Lapsi + turvavyö / safety,Q44,"Kyytiisi tulee lapsi, joka kertoo olevansa menossa kaverille. Miten toimit tilanteessa?",A child boards your taxi and says they are going to a friend's place. How do you act?,Pyydän lapselta hänen vanhempiensa puhelinnumeroa.,I ask the child for their parents' phone number.,"En ota lasta kyytiin, koska lapsia ei saa ottaa kyytiin, jos vanhemmat eivät ole mukana.",I refuse to take the child because children may not travel without parents.,"Vien lapsen määränpäähän, minkä jälkeen asia ei ole minun vastuullani.",I take the child to the destination — after that it is not my responsibility.,A,lapsi; menossa kaverille,a child; going to a friend's place,Pyydän lapselta hänen vanhempiensa puhelinnumeroa,I ask for the parents' phone number,"lapsia ei saa ottaa kyytiin, jos vanhemma; ei ole minun vastuullani",children may not travel without parents; not my responsibility,Ask for the guardian's number to verify it is safe for the child to travel alone (A). A blanket refusal (B) is wrong; taking the child with no check and no follow-through (C) is irresponsible.,Medium,child; unaccompanied; guardian,ai-draft,
Q214,Asiakaspalvelu / tavarat / valitus,Q47,Onko asiakkaalla oikeus valittaa taksimatkan aikana kokemastaan huonosta palvelusta?,Does the customer have the right to complain about poor service during a taxi ride?,"Taksin valitessaan asiakas sitoutuu tiettyyn palveluun, jolloin hänellä ei ole oikeutta valittaa.",By choosing the taxi the customer commits to a certain service level and has no right to complain.,"Asiakkaita kohtaan tulee aina käyttäytyä kohteliaasti ja asiallisesti, joten palvelun tasosta voi tehdä valituksen.","Customers must always be treated politely and professionally, so a complaint about service quality may be made.","Taksinkuljettajan toimintaa asiakaspalvelutilanteissa ei säädellä millään tavalla, joten palvelusta ei voi valittaa.","Taxi driver conduct in customer service is not regulated in any way, so service cannot be complained about.",B,oikeus valittaa; huonosta palvelusta,right to complain; poor service,käyttäytyä kohteliaasti ja asiallisesti; voi tehdä valituksen,treated politely and professionally; a complaint may be made,ei ole oikeutta valittaa; ei säädellä millään tavalla,no right to complain; not regulated in any way,Customers always have the right to complain about poor treatment (B).,Easy,complaint; customer rights,ai-draft,
Q215,Hätätilanne / poliisi / ensiapu,Q49,"Kuinka tulee toimia tilanteessa, jossa kyydin päätyttyä huomaat asiakkaan unohtaneen ajoneuvoon käsilaukkunsa?",How should you act when you notice the customer has left their handbag in the vehicle after the ride?,Toimitat käsilaukun kuukauden kuluessa poliisin löytötavaratoimistoon.,You deliver the handbag to the police lost-property office within one month.,Voit jäädä odottamaan asiakkaan yhteydenottoa ja säilyttää käsilaukkua ajoneuvossa.,You may wait for the customer to contact you and keep the handbag in the vehicle.,Toimitat käsilaukun mahdollisimman pian tilausvälitysyhtiön toimistolle.,You deliver the handbag to the dispatch company's office as soon as possible.,C,käsilaukkunsa; kyydin päätyttyä,their handbag; after the ride,mahdollisimman pian tilausvälitysyhtiön toimistolle,to the dispatch office as soon as possible,kuukauden kuluessa; jäädä odottamaan asiakkaan yhteydenottoa,within one month; wait for the customer to contact you,Deliver promptly to the dispatch office (C).,Medium,lost property; dispatch office,ai-draft,
Q216,Yleinen taksinkuljettajan velvollisuus,Q50,Kuinka kuljettaja pystyy vaikuttamaan asiakkaan kokemaan matkustusmukavuuteen matkan aikana?,How can the driver influence the customer's travel comfort during the journey?,Kuljettajan tulee ylläpitää jatkuvaa keskustelua asiakkaan kanssa.,The driver must maintain continuous conversation with the customer.,Kuljettajan tulee olla huomaamaton ja äänetön koko matkan ajan.,The driver must be unobtrusive and silent for the whole journey.,Kuljettajalla tulee olla hyvä tilannetaju asiakkaan tarpeista.,The driver must have good situational awareness of the customer's needs.,C,matkustusmukavuuteen,travel comfort,hyvä tilannetaju asiakkaan tarpeista,good situational awareness of the customer's needs,jatkuvaa keskustelua; äänetön koko matkan,continuous conversation; silent the whole journey,Reading the customer and responding to their needs is key (C).,Easy,comfort; situational awareness,ai-draft,
Q217,Communication / kielitaito,Q52,Mikä seuraavista on hyvää asiakaspalvelua?,Which of the following is good customer service?,Kuljettaja tervehtii kohteliaasti ja on valmis puhumaan vain reittiin liittyvistä asioista.,The driver greets politely and is ready to discuss only route-related matters.,"Kuljettaja tervehtii kohteliaasti, arvioi haluaako asiakas keskustella, ja antaa asiakkaan päättää aiheesta.","The driver greets politely, gauges whether the customer wants to talk, and lets the customer choose the topic.",Kuljettaja tervehtii kohteliaasti ja aloittaa keskustelun itselleen mieluisesta aiheesta.,The driver greets politely and starts a conversation about a topic they personally enjoy.,B,hyvää asiakaspalvelua,good customer service,arvioi haluaako asiakas keskustella; antaa asiakkaan päättää aiheesta,gauges whether the customer wants to talk; lets the customer choose the topic,vain reittiin liittyvistä; itselleen mieluisesta aiheesta,only route-related; a topic they enjoy,Read the customer and follow their lead (B).,Easy,customer service; conversation,ai-draft,
Q218,Pyörätuoli / esteetön / special assistance,Q57,"Kyydissäsi on liikuntarajoitteinen asiakas, joka tarvitsee kaksi pulloa viiniä. Asiakas pyytää sinua hakemaan pullot Alkosta, koska liikkuminen on hänelle hankalaa. Mitä vastaat?",A customer with limited mobility asks you to fetch two bottles of wine from Alko. What do you reply?,"""Valitettavasti laki kieltää minua hakemasta alkoholia asiakkaille.""","""Unfortunately the law prevents me from fetching alcohol for customers.""","""Tottahan toki voin hakea ne, mutta älä ihmettele, jos Alkon myyjä tulee tarkistamaan, kenelle juomat tulevat.""","""Of course I can get them, but don't be surprised if an Alko staff member comes to check who the drinks are for.""","""Tottahan toki voin hakea, mutta sinun täytyy kirjoittaa minulle kirjallinen valtakirja.""","""Of course I can get them, but you must write me a written power of attorney.""",A,hakemaan pullot Alkosta,fetch alcohol from Alko,laki kieltää minua hakemasta alkoholia,the law prevents me from fetching alcohol,Tottahan toki voin hakea,of course I can get them,A taxi driver is legally prohibited from purchasing alcohol for a customer (A).,Medium,alcohol; legal prohibition,ai-draft,
Q219,Liikennesäännöt / ajotapa,Q6,"Asiakas pyytää sinua pysähtymään hyvin vilkkaasti liikennöidyssä paikassa, jotta hän voi jäädä pois. Mikä seuraavista väittämistä on oikein?",A customer asks you to stop in a very busy place so they can get out. Which statement is correct?,"Jos paikka ei ole turvallinen pysähtymiselle, etsin toisen paikan, koska vastuullasi on asiakkaan turvallinen ajoneuvosta poistuminen.","If the place is not safe for stopping, you find another, because it is your responsibility to ensure the customer alights safely.","Jos paikka ei ole turvallinen pysähtymiselle, voit pysähtyä, koska asiakkaalla on oikeus valita pysähtymispaikka.","If the place is not safe, you may still stop because the customer has the right to choose the stopping place.","Asiakkaalla on velvollisuus maksaa mahdollinen sakkomaksu, mikäli hän on pyytänyt pysähtymään kielletyssä paikassa.",The customer must pay any fine if they asked you to stop in a prohibited place.,A,hyvin vilkkaasti liikennöidyssä paikassa,a very busy place,asiakkaan turvallinen ajoneuvosta poistuminen; etsin toisen paikan,safe alighting is your responsibility; you find another place,asiakkaalla on oikeus valita pysähtymispaikka; Asiakkaalla on velvollisuus maksaa mahdollinen sakkomaksu,the customer has the right to choose; the customer must pay the fine,Safe drop-off is the driver's responsibility; find a safe spot (A).,Medium,stopping place; safety; driver responsibility,ai-draft,
Q220,Hätätilanne / poliisi / ensiapu,Q63,"Miten toimit, kun maksuhetkellä asiakas on haluton maksamaan matkansa?",How do you act when the customer is unwilling to pay at payment time?,Annat asiakkaan poistua ilman maksua.,You let the customer leave without paying.,Kutsun paikalle poliisin selvittämään asian.,I call the police to resolve the matter.,Estät fyysisesti asiakkaan poistumisen.,You physically prevent the customer from leaving.,B,haluton maksamaan,unwilling to pay,Kutsun paikalle poliisin,I call the police,Annat asiakkaan poistua ilman maksua; Estät fyysisesti,let the customer leave; physically prevent,Call the police (B). Letting them go (A) means losing the fare; physically detaining someone (C) is assault.,Easy,non-payment; police,ai-draft,
Q221,Maksu / kuitti / hinta,Q65,"Paljonko siivouslisämaksua asiakas joutuu maksamaan, jos sotkee auton?",How much cleaning surcharge must the customer pay if they soil the car?,130 €,€130,500 €,€500,350 €,€350,A,siivouslisämaksua; sotkee auton,cleaning surcharge; soil the car,130 €,€130,500 €; 350 €,€500; €350,The regulated cleaning surcharge for soiling a taxi is €130 (A).,Medium,cleaning surcharge; fare; review-flag,ai-draft,Surcharge amounts are set by regulation and may change. Confirm the current figure (€130) matches the valid exam schedule before publishing.
Q222,Hätätilanne / poliisi / ensiapu,Q7,"Miten kuljettajan tulee toimia, kun hän huomaa perille päästyään, että asiakas on nukahtanut, eikä saa asiakasta hereille matkan päätyttyä, ja kyyti on maksamatta?","How should the driver act when, on arrival, the customer is asleep and cannot be woken, with the fare unpaid?",Otetaan asiakkaan lompakosta maksukortti ja veloitetaan kyyti lähimaksulla.,Take the customer's payment card from their wallet and charge the fare by contactless.,Kuljettajan tulee puheella ensin yrittää herätellä asiakasta ja soittaa poliisi paikalle.,The driver must first try to wake the customer verbally and call the police if needed.,Kirjoitetaan asiakkaalle lasku ja sijoitetaan se asiakkaan taskuun. Asiakas siirretään taksin ulkopuolelle heräilemään ja soitetaan poliisi paikalle.,Write the customer a bill and put it in their pocket. Move the customer outside the taxi to wake up and call the police.,B,nukahtanut; kyyti on maksamatta,asleep; the fare is unpaid,puheella ensin yrittää herätellä; soittaa poliisi paikalle,try to wake verbally; call the police,lompakosta maksukortti; siirretään taksin ulkopuolelle,take the card from the wallet; moved outside the taxi,"Try to wake verbally first; if unsuccessful, call the police (B).",Medium,sleeping passenger; unpaid fare; police,ai-draft,
Q223,Näkövammainen / opaskoira,Q73,"Jos sinulla on sokea asiakas, miten toimit maksutilanteessa?","If you have a blind customer, how do you handle the payment?",Otat maksun ilman erillistä ilmoitusta summasta.,You take the payment without separately stating the amount.,Annat vaihtorahan asiakkaan käteen selittämättä summaa.,You give change into the customer's hand without explaining the amount.,"Kerrot, kuinka paljon hän antoi rahaa ja kuinka paljon annoit takaisin.",You tell them how much they gave and how much you gave back.,C,sokea asiakas; maksutilanteessa,a blind customer; at payment time,"Kerrot, kuinka paljon hän antoi rahaa ja kuinka paljon annoit takaisin",you tell them how much they gave and how much you gave back,ilman erillistä ilmoitusta summasta; selittämättä summaa,without stating the amount; without explaining the amount,"A blind customer cannot see the notes; always state the amounts clearly (C). Silent or unexplained transactions (A, B) are unfair and potentially dishonest.",Easy,blind; payment; transparency,ai-draft,
Q224,Koulu / päivähoito,Q75,"Mitä sinun tulee tehdä, jos havaitset koulukuljetuksen aikana oppilaiden välistä kiusaamista?",What must you do if you notice bullying between pupils during school transport?,"Jätät asian huomiotta, koska se ei kuulu sinulle.",You ignore it because it is not your concern.,"Sinun tulee puuttua asiaan, keskustella asiasta osapuolten kanssa, ja ilmoittaa asiasta oppilaitokseen.","You must intervene, discuss the matter with those involved, and report it to the school.",Huudat oppilaille ja jatkat ajamista.,You shout at the pupils and keep driving.,B,koulukuljetuksen aikana; kiusaamista,during school transport; bullying,puuttua asiaan; keskustella asiasta osapuolten kanssa; ilmoittaa asiasta oppilaitokseen,intervene; discuss with those involved; report to the school,Jätät asian huomiotta; Huudat oppilaille,you ignore it; you shout at the pupils,"Intervene, discuss, and report to the school (B).",Medium,bullying; school transport; intervention,ai-draft,
Q225,Hätätilanne / poliisi / ensiapu,Q77,"Kuinka tulee toimia tilanteessa, jossa kyydin päätyttyä huomaat asiakkaan unohtaneen ajoneuvoon käsilaukkunsa?",How should you act when you notice the customer has left their handbag in the vehicle after the ride?,Toimitat käsilaukun viipymättä asiakkaalle tai poliisin löytötavaratoimistoon.,You deliver the handbag to the customer or the police lost-property office without delay.,Otat käsilaukun itsellesi.,You keep the handbag for yourself.,Jätät käsilaukun autoon odottamaan seuraavaa asiakasta.,You leave the handbag in the car waiting for the next customer.,A,käsilaukkunsa,their handbag,viipymättä asiakkaalle tai poliisin löytötavaratoimistoon,to the customer or police without delay,Otat käsilaukun itsellesi; Jätät käsilaukun autoon,you keep it for yourself; you leave it in the car,Return immediately to the customer or police (A). Keeping it (B) is theft; leaving it (C) is irresponsible.,Easy,lost property; immediate return,ai-draft,
Q226,Liikennesäännöt / ajotapa,Q84,Milloin saat pysähtyä taksin maksulliselle pysäköintipaikalle maksua suorittamatta?,When may you stop a taxi in a paid parking space without paying?,Aina asiakasta kyytiin ottaessasi tai kyydistä jättäessäsi.,Always when picking up or dropping off a customer.,Kun pysähdyt vain lyhyeksi ajaksi asiakkaan tilausta varten.,When you stop only briefly for a customer's booking.,Kun pysähdyt hätätilanteessa tai viranomaisen määräyksestä.,When you stop in an emergency or on authority instruction.,A,maksulliselle pysäköintipaikalle; maksua suorittamatta,a paid parking space; without paying,Aina asiakasta kyytiin ottaessasi tai kyydistä jättäessäsi,always when picking up or dropping off,vain lyhyeksi ajaksi; hätätilanteessa,only briefly; in an emergency,A taxi may stop in a paid space without paying whenever picking up or dropping off (A).,Medium,parking; pickup; drop-off; exception,ai-draft,
Q227,Maksu / kuitti / hinta,Q88,Mikä seuraavista on oikein liittyen taksipalveluun?,Which of the following is correct regarding taxi service?,Asiakkaalle tulee ilmoittaa matkan hinta tai hinnan määräytymisperusteet ennen matkan alkua.,The customer must be informed of the fare or the basis for determining it before the journey starts.,Kuljettajan tulee käyttäytyä asiallisesti ja huolehtia matkustajien turvallisuudesta koko matkan ajan.,The driver must behave professionally and ensure passenger safety throughout the journey.,Kuitin tarjoaminen asiakkaalle on pakollista.,Offering the customer a receipt is mandatory.,C,taksipalveluun,taxi service,Kuitin tarjoaminen asiakkaalle on pakollista,offering a receipt is mandatory,ennen matkan alkua; asiallisesti ja huolehtia matkustajien turvallisuudesta,before the journey starts; professionally and safety,"A receipt must always be offered (C). Options A and B are also correct rules, but the question asks what is correct 'regarding taxi service' and C is the specific rule tested.",Medium,receipt; mandatory; review-flag,ai-draft,"All three options state correct rules. If this is truly a single-best-answer question, C (receipt mandatory) is the specific rule tested. Confirm the intended answer with the exam author."
Q228,Yleinen taksinkuljettajan velvollisuus,W18,"Asiakas tulee kyytiin taksiasemalta ja ilmoittaa haluavansa osoitteeseen, joka ei ole sinulle tuttu ennestään. Kuinka toimit?",A customer boards from the taxi rank and gives an unfamiliar address. How do you act?,"Lähdet ajamaan siihen suuntaan, jossa epäilet osoitteen sijaitsevan.",You start driving in the direction you think the address is.,Näpyttelet osoitteen navigaattoriin ja seuraat sen antamia neuvoja.,You type the address into the sat-nav and follow its guidance.,"Kerrot asiakkaalle, että osoite ei ole sinulle ennestään tuttu, ja tiedustelet samalla lisätietoja osoitteesta.",You tell the customer the address is not familiar to you and ask for more information.,C,ei ole sinulle tuttu ennestään,an address you do not know,Kerrot asiakkaalle; tiedustelet samalla lisätietoja osoitteesta,you tell the customer; ask for more information,"ajamaan siihen suuntaan, jossa epäilet; navigaattoriin",driving in the direction you guess; into the sat-nav,Be transparent and ask for clarification (C).,Easy,unknown address; transparency,ai-draft,
Q229,Communication / kielitaito,W19,Mitä tarkoittaa taksinkuljettajalta vaadittavalla riittävällä kielitaidolla?,What does the required adequate language proficiency for a taxi driver mean?,"Se tarkoittaa, että kuljettaja pystyy keskustelemaan asiakkaan kanssa sujuvasti päivän tapahtumista.",It means the driver can converse fluently about the day's events.,"Se tarkoittaa, että kuljettajan on pitänyt suorittaa kansalaisuuden kielikoe.",It means the driver has passed the citizenship language test.,"Se tarkoittaa, että kuljettaja kykenee kommunikoimaan asiakkaan kanssa niin, että asiakas pääsee turvallisesti oikeaan määränpäähänsä.",It means the driver can communicate with the customer such that the customer reaches their destination safely.,C,riittävällä kielitaidolla,adequate language proficiency,"kykenee kommunikoimaan asiakkaan kanssa niin, että asiakas pääsee turvallisesti oikeaan määränpäähänsä",communicate so the customer reaches their destination,sujuvasti päivän tapahtumista; kansalaisuuden kielikoe,fluently about the day's events; citizenship language test,Functional communication to ensure safe delivery to the destination (C).,Easy,language proficiency; definition,ai-draft,
Q230,Liikennesäännöt / ajotapa,W22,Saat kyytiin kiireisen toimitusjohtajan. Hän vaatii sinua ajamaan ylinopeutta ja lupaa maksaa mahdolliset ylinopeussakot. Kuinka toimit?,"A hurrying CEO boards and demands you speed, promising to pay fines. How do you act?","Kerrot asiakkaalle, ettet voi ajaa ylinopeutta, mutta teet parhaasi ja valitset nopeimman mahdollisen reitin turvallisesti.","You tell the customer you cannot speed, but do your best and choose the fastest safe route.","Toteat, että sopimus kuulostaa reilulta, ja ajat niin nopeasti kuin pääset.",You agree the deal is fair and drive as fast as possible.,"Toteat, ettet voi ottaa häntä kyytiin, ja kutsut poliisin paikalle, koska asiakas yllytti sinua rikokseen.",You tell the customer you cannot take them and call the police because they incited you to commit an offence.,A,vaatii sinua ajamaan ylinopeutta,demands you speed,ettet voi ajaa ylinopeutta; nopeimman mahdollisen reitin turvallisesti,you cannot speed; the fastest safe route,niin nopeasti kuin pääset; kutsut poliisin paikalle,as fast as you can; call the police,Refuse to speed and use the fastest legal route (A).,Easy,speeding; illegal; customer request,ai-draft,
Q231,Communication / kielitaito,W30,"Miten toimit, kun kyytiin tulee asiakas, joka ilmoittaa, ettei hän halua keskustella?",How do you act when a customer boards and says they do not want to talk?,Annan asiakkaan istua rauhassa kyydissä ja kysyn vain reittiin liittyviä asioita.,I let the customer sit in peace and ask only route-related matters.,"Kuljettajan tulee osoittaa asiakkaalle, että hänellä on huono vuorovaikutus, eikä hän halua keskustella.",The driver must show the customer they have poor social skills and do not want to talk either.,"Kuljettaja yrittää keskustella koko matkan ajan, sillä taksinkuljettaja huolehtii keskustelun ylläpitämisestä.",The driver tries to talk the whole journey because the driver maintains conversation.,A,ettei hän halua keskustella,does not want to talk,Annan asiakkaan istua rauhassa,let the customer sit in peace,huono vuorovaikutus; yrittää keskustella koko matkan,poor social skills; tries to talk the whole journey,Respect the customer's wish (A).,Easy,quiet customer; respect,ai-draft,
Q232,Maksu / kuitti / hinta,W34,"Millä maksuvälineillä asiakkaalla on oikeus maksaa taksimatkansa, jos hän tulee taksiasemalta ilman etukäteen tehtyä tilausta?",What payment methods may the customer use for a taxi ride from the taxi rank without a pre-booked trip?,Asiakas voi maksaa taksimatkansa ainoastaan käteisellä.,The customer may only pay in cash.,Kuljettajan tehtävänä on päättää käytettävä maksuväline.,It is the driver's job to decide the payment method.,Asiakkaalla on oikeus maksaa matkansa käteisellä ja yleisimmillä maksukorteilla.,The customer has the right to pay with cash and the most common payment cards.,C,maksuvälineillä,payment methods,käteisellä ja yleisimmillä maksukorteilla,cash and the most common payment cards,ainoastaan käteisellä; kuljettajan tehtävänä on päättää,only cash; driver decides,Cash and common cards are both the customer's right (C).,Easy,payment; cash; card; customer right,ai-draft,
Q233,Asiakaspalvelu / tavarat / valitus,W35,Laissa liikenteen palveluista on lueteltu erilaisia laatuvaatimuksia. Mikä seuraavista vaihtoehdoista pitää paikkansa?,The Transport Services Act lists various quality requirements. Which of the following is correct?,Laatuvaatimukset koskevat ainoastaan taksiluvan haltijaa.,The quality requirements apply only to the taxi licence holder.,Laatuvaatimukset koskevat jokaista taksinkuljettajaa.,The quality requirements apply to every taxi driver.,"Laatuvaatimukset koskevat ainoastaan yrittäjiä, joilla on enemmän kuin kaksi vakituista työntekijää.",The quality requirements apply only to entrepreneurs with more than two permanent employees.,B,laatuvaatimukset,quality requirements,koskevat jokaista taksinkuljettajaa,apply to every taxi driver,ainoastaan taksiluvan haltijaa; ainoastaan yrittäjiä,only the licence holder; only entrepreneurs,"Quality requirements under the Transport Services Act apply to every taxi driver, not just licence holders or larger operators (B).",Medium,quality requirements; Transport Services Act; every driver,ai-draft,
Q234,Liikennesäännöt / ajotapa,W37,"Mitä taksinkuljettajana voit tehdä, kun kyydissä olevalla asiakkaalla on kiire ja liikenne on ruuhkassa?",What can you do as a taxi driver when the customer is in a hurry and traffic is congested?,Kerrot asiakkaalle tilanteen ajan tasalla.,You keep the customer informed about the situation.,"Ajat ylinopeutta, jos asiakas maksaa sakon.",You speed if the customer pays the fine.,"Et välitä, koska et voi asialle mitään.",You do not care because you cannot do anything about it.,A,asiakkaalla on kiire; liikenne on ruuhkassa,the customer is in a hurry; traffic is congested,Kerrot asiakkaalle tilanteen ajan tasalla,you keep the customer informed,Ajat ylinopeutta; Et välitä,you speed; you do not care,Keep the customer informed about the delay — it reduces stress and shows professionalism (A). Speeding (B) is illegal; indifference (C) is poor service.,Easy,traffic delay; communication; professionalism,ai-draft,
Q235,Maksu / kuitti / hinta,W38,Asiakas viedään sunnuntaina 25 km ja aikaa kuluu 30 minuuttia. Mikä hinta veloitat asiakkaalta?,A customer is taken 25 km on a Sunday and the trip takes 30 minutes. What fare do you charge?,"65,00 €",€65.00,"85,00 €",€85.00,"75,00 €",€75.00,A,sunnuntaina; 25 km; 30 minuuttia,Sunday; 25 km; 30 minutes,"65,00 €",€65.00,"85,00 €; 75,00 €",€85.00; €75.00,"Based on the exam price schedule, the Sunday fare for 25 km / 30 min is €65.00 (A).",Hard,fare calculation; Sunday; price list; review-flag,ai-draft,Fare-calculation question — references a price list not embedded in the master content. Confirm €65.00 is correct for the current exam price schedule.
Q236,Liikennesäännöt / ajotapa,W39,"Saako taksinkuljettaja käyttää puhelinta ajon aikana siten, että pitää puhelinta kädessä?",May a taxi driver use a phone while driving by holding it in their hand?,Saa.,Yes.,Ei saa.,No.,"Saa, jos ei ole asiakas kyydissä.","Yes, if there is no customer in the car.",B,pitää puhelinta kädessä,holding the phone in hand,Ei saa,no,"Saa; Saa, jos ei ole asiakas kyydissä",yes; yes if no customer,Holding a phone while driving is always prohibited (B).,Easy,phone; hand-held; driving,ai-draft,
